-0.27131,0.00439,1.00000
-0.17799,0.08626,1.00000
-0.24643,0.14357,1.00000
-0.25058,0.22953,1.00000
-0.22154,0.37690,1.00000
-0.21532,0.29503,1.00000
-0.13030,0.21725,1.00000
-0.20703,0.02895,1.00000
-0.09712,0.21316,1.00000
-0.03906,0.25819,1.00000
0.01901,0.40146,1.00000
-0.03698,0.42193,1.00000
-0.06394,0.33187,1.00000
-0.13030,0.37690,1.00000
-0.37500,-0.43772,1.00000
-0.39574,-0.35175,1.00000
-0.35426,-0.20848,1.00000
-0.43721,-0.37632,1.00000
-0.48076,-0.50322,1.00000
-0.41025,-0.46637,1.00000
-0.24850,-0.25760,0.00000
-0.22776,-0.31491,0.00000
-0.28376,-0.38450,0.00000
-0.29205,-0.45409,0.00000
-0.33767,-0.51959,0.00000
-0.27753,-0.54825,0.00000
-0.20703,-0.53597,0.00000
-0.18629,-0.47865,0.00000
-0.13237,-0.50731,0.00000
-0.17799,-0.29854,0.00000
-0.16555,-0.17573,0.00000
-0.16141,-0.12661,0.00000
0.00035,0.25819,0.00000
0.07915,0.35643,0.00000
-0.02661,0.18041,0.00000
-0.05357,0.07807,0.00000
-0.01417,-0.05292,0.00000
-0.07016,-0.16345,0.00000
-0.06394,-0.29444,0.00000
-0.03076,-0.46637,0.00000
-0.05772,-0.52778,0.00000
-0.05357,-0.39678,0.00000
0.05219,-0.41725,0.00000
-0.01624,-0.16754,0.00000
-0.06394,-0.08567,0.00000
-0.06187,-0.01608,0.00000
-0.00380,0.00439,0.00000
0.04182,0.20497,0.00000
0.07915,0.19269,0.00000
0.04597,0.25409,0.00000
0.11855,0.19269,0.00000
0.11025,0.08626,0.00000
0.10818,-0.06930,0.00000
0.16624,-0.02427,0.00000
0.14136,0.06579,0.00000
0.14343,0.16813,0.00000
0.17039,0.19269,0.00000
0.10818,0.29912,0.00000
0.11855,0.31959,0.00000
0.12684,0.39327,0.00000
-0.08675,0.42193,1.00000
-0.04735,0.50789,1.00000
0.02523,0.52018,1.00000
0.06256,0.55292,1.00000
-0.00588,0.44240,1.00000
-0.05150,0.57339,1.00000
-0.08053,0.50789,1.00000
-0.15311,0.55292,1.00000
-0.11164,0.54883,1.00000
-0.16348,0.49152,1.00000
-0.25265,-0.18801,1.00000
-0.24643,-0.03655,1.00000
-0.32108,-0.43363,1.00000
-0.33145,-0.60556,0.00000
-0.38537,-0.51550,1.00000
-0.39988,-0.62193,1.00000
-0.12408,-0.12661,1.00000
-0.31694,-0.22895,1.00000
-0.29412,-0.13479,0.00000
-0.15311,0.18450,0.00000
